,Conjunto,Funcao_1,Funcao_2,Funcao_3
0,10,0.00290679931640625,0.0038890838623046875,0.0016193389892578125
1,100,0.01855754852294922,0.006332874298095703,0.0016608238220214844
2,1000,0.15540170669555664,0.010673284530639648,0.0017330646514892578
3,10000,1.5793533325195312,0.01392817497253418,0.0016100406646728516
4,100000,28.127110719680786,0.023392915725708008,0.0026581287384033203
