,Conjunto,Funcao_1,Funcao_2,Funcao_3
0,10,0.0029430389404296875,0.00391077995300293,0.001554727554321289
1,100,0.015403032302856445,0.006153583526611328,0.0016050338745117188
2,1000,0.1464245319366455,0.011075496673583984,0.0015227794647216797
3,10000,1.4999892711639404,0.01330113410949707,0.0016906261444091797
4,100000,21.836167335510254,0.02030467987060547,0.0026979446411132812
5,1000000,765.9714148044586,0.032370567321777344,0.004811525344848633
